round: 2
step: 0
No movement. id: 0; pos: (51, 57); energy: 999
Movement. id: 29; pos: (85, 53); energy: 798
Health redistribution. id: 29; pos: (85,53); attack: 45, -1; defence: 45, 1; speed: 10, 0
29: 85x60; health: 100; energy: 800
Added energy on point. id: 30; pos: (70, 33); energy: 1000
No movement. id: 30; pos: (70, 33); energy: 999
Attack. id: 30; pos: (70, 33); target: 1; attack: 10
30: 70x33; health: 100; energy: 999
Movement. id: 31; pos: (97, 63); energy: 828
Attack. id: 31; pos: (97, 63); target: 25; attack: 7
31: 96x62; health: 90; energy: 830
Movement. id: 32; pos: (71, 62); energy: 947
32: 70x62; health: 98; energy: 949
Movement. id: 33; pos: (30, 38); energy: 946
33: 29x37; health: 100; energy: 948
Movement. id: 34; pos: (93, 99); energy: 950
34: 93x99; health: 100; energy: 952
Movement. id: 35; pos: (20, 55); energy: 947
35: 19x54; health: 100; energy: 949
Movement. id: 36; pos: (80, 92); energy: 947
36: 80x91; health: 100; energy: 949
Movement. id: 37; pos: (25, 44); energy: 948
37: 25x43; health: 100; energy: 950
Movement. id: 38; pos: (99, 14); energy: 948
38: 99x14; health: 100; energy: 950
Movement. id: 39; pos: (32, 66); energy: 948
39: 32x65; health: 100; energy: 950
Movement. id: 40; pos: (52, 99); energy: 950
40: 51x99; health: 100; energy: 952
No movement. id: 41; pos: (61, 86); energy: 952
41: 61x86; health: 100; energy: 953
Movement. id: 42; pos: (86, 96); energy: 952
42: 85x95; health: 100; energy: 954
No movement. id: 43; pos: (96, 99); energy: 954
43: 96x99; health: 100; energy: 955
Movement. id: 44; pos: (44, 61); energy: 945
44: 44x60; health: 94; energy: 947
Movement. id: 45; pos: (76, 59); energy: 952
45: 75x59; health: 100; energy: 954
Movement. id: 46; pos: (65, 22); energy: 952
46: 64x21; health: 100; energy: 954
Movement. id: 47; pos: (87, 65); energy: 951
47: 86x65; health: 100; energy: 953
No movement. id: 48; pos: (99, 15); energy: 954
48: 99x15; health: 100; energy: 955
Movement. id: 49; pos: (50, 85); energy: 954
49: 50x84; health: 100; energy: 956
No movement. id: 50; pos: (41, 56); energy: 931
50: 41x56; health: 76; energy: 932
Movement. id: 51; pos: (31, 18); energy: 957
51: 30x17; health: 100; energy: 959
No movement. id: 52; pos: (98, 99); energy: 969
52: 98x99; health: 100; energy: 970
Movement. id: 53; pos: (77, 65); energy: 970
53: 76x64; health: 100; energy: 972
Movement. id: 54; pos: (85, 40); energy: 969
54: 85x39; health: 100; energy: 971
Movement. id: 55; pos: (99, 69); energy: 991
55: 99x69; health: 97; energy: 993
Movement. id: 56; pos: (99, 11); energy: 969
56: 99x10; health: 100; energy: 971
Movement. id: 57; pos: (99, 12); energy: 968
57: 98x12; health: 100; energy: 970
Movement. id: 58; pos: (12, 46); energy: 967
58: 11x45; health: 100; energy: 969
Movement. id: 59; pos: (68, 66); energy: 967
59: 67x65; health: 100; energy: 969
Movement. id: 60; pos: (78, 99); energy: 967
60: 77x99; health: 100; energy: 969
Movement. id: 61; pos: (41, 15); energy: 961
61: 40x14; health: 100; energy: 963
Movement. id: 62; pos: (99, 18); energy: 968
62: 99x17; health: 100; energy: 970
No movement. id: 63; pos: (63, 20); energy: 969
63: 63x20; health: 100; energy: 970
Movement. id: 64; pos: (53, 99); energy: 970
64: 53x99; health: 100; energy: 972
Movement. id: 65; pos: (85, 28); energy: 972
65: 84x28; health: 100; energy: 974
No movement. id: 66; pos: (49, 99); energy: 970
66: 49x99; health: 100; energy: 971
Movement. id: 67; pos: (33, 25); energy: 968
67: 32x24; health: 100; energy: 970
No movement. id: 68; pos: (46, 99); energy: 969
68: 46x99; health: 100; energy: 970
No movement. id: 69; pos: (74, 32); energy: 965
69: 74x32; health: 92; energy: 966
Added energy on point. id: 70; pos: (54, 16); energy: 1000
No movement. id: 70; pos: (54, 16); energy: 999
Defence. id: 70; pos: (54, 16); target: 2; defence: 25
70: 54x16; health: 56; energy: 989
Movement. id: 71; pos: (41, 56); energy: 907
Attack. id: 71; pos: (41, 56); target: 50; attack: 11
71: 40x55; health: 100; energy: 909
Added energy on point. id: 72; pos: (54, 16); energy: 1000
No movement. id: 72; pos: (54, 16); energy: 999
72: 54x16; health: 70; energy: 994
Added energy on point. id: 73; pos: (86, 45); energy: 1000
No movement. id: 73; pos: (86, 45); energy: 999
73: 86x45; health: 88; energy: 989
Added energy on point. id: 74; pos: (66, 9); energy: 1000
No movement. id: 74; pos: (66, 9); energy: 999
74: 66x9; health: 100; energy: 999
Added energy on point. id: 75; pos: (5, 64); energy: 1000
No movement. id: 75; pos: (5, 64); energy: 999
75: 5x64; health: 100; energy: 999
Added energy on point. id: 76; pos: (86, 45); energy: 1000
No movement. id: 76; pos: (86, 45); energy: 999
76: 86x45; health: 100; energy: 989
step: 8
Movement. id: 0; pos: (55, 61); energy: 984
0: 55x60; health: 100; energy: 986
Added energy on point. id: 1; pos: (70, 33); energy: 392
No movement. id: 1; pos: (70, 33); energy: 391
Defence. id: 1; pos: (70, 33); target: 4; defence: 11
1: 70x33; health: 41; energy: 292
Added energy on point. id: 2; pos: (54, 16); energy: 1000
No movement. id: 2; pos: (54, 16); energy: 999
Defence. id: 2; pos: (54, 16); target: 72; defence: 30
2: 54x16; health: 68; energy: 984
Added energy on point. id: 3; pos: (99, 68); energy: 1000
No movement. id: 3; pos: (99, 68); energy: 999
Defence. id: 3; pos: (99, 68); target: 55; defence: 8
3: 99x68; health: 92; energy: 989
Added energy on point. id: 4; pos: (70, 33); energy: 1000
No movement. id: 4; pos: (70, 33); energy: 999
4: 70x33; health: 100; energy: 994
Movement. id: 5; pos: (22, 17); energy: 677
5: 22x16; health: 55; energy: 679
No movement. id: 6; pos: (20, 61); energy: 985
6: 20x61; health: 100; energy: 986
Movement. id: 7; pos: (77, 85); energy: 984
7: 77x84; health: 100; energy: 986
Movement. id: 8; pos: (27, 46); energy: 984
8: 26x46; health: 100; energy: 986
Movement. id: 9; pos: (22, 16); energy: 905
Attack. id: 9; pos: (22, 16); target: 5; attack: 16
9: 21x15; health: 98; energy: 907
Movement. id: 10; pos: (52, 41); energy: 985
10: 51x40; health: 100; energy: 987
No movement. id: 11; pos: (63, 46); energy: 984
11: 63x46; health: 100; energy: 985
Movement. id: 12; pos: (83, 26); energy: 984
12: 82x25; health: 100; energy: 986
Movement. id: 13; pos: (46, 15); energy: 894
Health redistribution. id: 13; pos: (46,15); attack: 1, 2; defence: 25, -2; speed: 10, 0
13: 39x14; health: 36; energy: 896
Movement. id: 14; pos: (57, 79); energy: 984
14: 56x79; health: 100; energy: 986
Movement. id: 15; pos: (42, 76); energy: 983
15: 41x76; health: 100; energy: 985
Movement. id: 16; pos: (51, 12); energy: 984
16: 50x12; health: 100; energy: 986
Movement. id: 17; pos: (64, 7); energy: 985
17: 63x7; health: 100; energy: 987
Movement. id: 18; pos: (81, 40); energy: 984
18: 81x39; health: 100; energy: 986
No movement. id: 19; pos: (73, 75); energy: 984
19: 73x75; health: 100; energy: 985
Movement. id: 20; pos: (49, 57); energy: 981
20: 49x56; health: 89; energy: 983
21: 86x47; health: 55; energy: 0
Added energy on point. id: 22; pos: (96, 44); energy: 1000
No movement. id: 22; pos: (96, 44); energy: 999
22: 96x44; health: 100; energy: 985
Movement. id: 23; pos: (87, 60); energy: 744
23: 86x60; health: 55; energy: 746
Movement. id: 24; pos: (81, 25); energy: 984
24: 80x24; health: 100; energy: 986
Movement. id: 25; pos: (99, 64); energy: 942
25: 98x64; health: 64; energy: 944
Movement. id: 26; pos: (99, 9); energy: 986
26: 99x8; health: 100; energy: 988
27: 87x58; health: 55; energy: 0
Movement. id: 28; pos: (71, 9); energy: 257
28: 73x9; health: 55; energy: 259
Movement. id: 29; pos: (85, 49); energy: 796
Health redistribution. id: 29; pos: (85,49); attack: 44, -1; defence: 46, 1; speed: 10, 0
29: 85x53; health: 100; energy: 798
Added energy on point. id: 30; pos: (70, 33); energy: 1000
No movement. id: 30; pos: (70, 33); energy: 999
30: 70x33; health: 100; energy: 989
Movement. id: 31; pos: (98, 64); energy: 816
Attack. id: 31; pos: (98, 64); target: 25; attack: 9
31: 97x63; health: 90; energy: 818
No movement. id: 32; pos: (71, 62); energy: 946
32: 71x62; health: 98; energy: 947
No movement. id: 33; pos: (30, 38); energy: 945
33: 30x38; health: 100; energy: 946
Movement. id: 34; pos: (93, 99); energy: 948
34: 93x99; health: 100; energy: 950
Movement. id: 35; pos: (20, 56); energy: 945
35: 20x55; health: 100; energy: 947
Movement. id: 36; pos: (81, 92); energy: 945
36: 80x92; health: 100; energy: 947
Movement. id: 37; pos: (26, 45); energy: 946
37: 25x44; health: 100; energy: 948
Movement. id: 38; pos: (99, 15); energy: 946
38: 99x14; health: 100; energy: 948
No movement. id: 39; pos: (32, 66); energy: 947
39: 32x66; health: 100; energy: 948
No movement. id: 40; pos: (52, 99); energy: 949
40: 52x99; health: 100; energy: 950
Movement. id: 41; pos: (62, 86); energy: 950
41: 61x86; health: 100; energy: 952
No movement. id: 42; pos: (86, 96); energy: 951
42: 86x96; health: 100; energy: 952
Movement. id: 43; pos: (97, 99); energy: 952
43: 96x99; health: 100; energy: 954
Movement. id: 44; pos: (44, 62); energy: 943
44: 44x61; health: 94; energy: 945
Movement. id: 45; pos: (76, 60); energy: 950
45: 76x59; health: 100; energy: 952
Movement. id: 46; pos: (66, 22); energy: 950
46: 65x22; health: 100; energy: 952
Movement. id: 47; pos: (87, 66); energy: 949
47: 87x65; health: 100; energy: 951
No movement. id: 48; pos: (99, 15); energy: 953
48: 99x15; health: 100; energy: 954
No movement. id: 49; pos: (50, 85); energy: 953
49: 50x85; health: 100; energy: 954
Movement. id: 50; pos: (42, 56); energy: 924
50: 41x56; health: 65; energy: 926
Movement. id: 51; pos: (32, 19); energy: 955
51: 31x18; health: 100; energy: 957
Movement. id: 52; pos: (99, 99); energy: 967
52: 98x99; health: 100; energy: 969
Movement. id: 53; pos: (77, 66); energy: 968
53: 77x65; health: 100; energy: 970
Movement. id: 54; pos: (85, 41); energy: 967
54: 85x40; health: 100; energy: 969
Movement. id: 55; pos: (99, 70); energy: 984
55: 99x69; health: 97; energy: 986
Movement. id: 56; pos: (99, 12); energy: 967
56: 99x11; health: 100; energy: 969
Movement. id: 57; pos: (99, 13); energy: 966
57: 99x12; health: 100; energy: 968
No movement. id: 58; pos: (12, 46); energy: 966
58: 12x46; health: 100; energy: 967
Movement. id: 59; pos: (69, 67); energy: 965
59: 68x66; health: 100; energy: 967
Movement. id: 60; pos: (79, 99); energy: 965
60: 78x99; health: 100; energy: 967
No movement. id: 61; pos: (41, 15); energy: 960
61: 41x15; health: 100; energy: 961
Movement. id: 62; pos: (99, 19); energy: 966
62: 99x18; health: 100; energy: 968
Movement. id: 63; pos: (63, 21); energy: 967
63: 63x20; health: 100; energy: 969
Movement. id: 64; pos: (54, 99); energy: 968
64: 53x99; health: 100; energy: 970
Movement. id: 65; pos: (86, 28); energy: 970
65: 85x28; health: 100; energy: 972
Movement. id: 66; pos: (50, 99); energy: 968
66: 49x99; health: 100; energy: 970
Movement. id: 67; pos: (34, 25); energy: 966
67: 33x25; health: 100; energy: 968
Movement. id: 68; pos: (47, 99); energy: 967
68: 46x99; health: 100; energy: 969
No movement. id: 69; pos: (74, 32); energy: 964
69: 74x32; health: 92; energy: 965
Added energy on point. id: 70; pos: (54, 16); energy: 1000
No movement. id: 70; pos: (54, 16); energy: 999
Defence. id: 70; pos: (54, 16); target: 2; defence: 21
70: 54x16; health: 55; energy: 989
No movement. id: 71; pos: (41, 56); energy: 896
Attack. id: 71; pos: (41, 56); target: 50; attack: 22
71: 41x56; health: 100; energy: 897
Added energy on point. id: 72; pos: (54, 16); energy: 1000
No movement. id: 72; pos: (54, 16); energy: 999
72: 54x16; health: 70; energy: 994
Added energy on point. id: 73; pos: (86, 45); energy: 1000
No movement. id: 73; pos: (86, 45); energy: 999
73: 86x45; health: 88; energy: 999
Added energy on point. id: 74; pos: (66, 9); energy: 1000
No movement. id: 74; pos: (66, 9); energy: 999
74: 66x9; health: 100; energy: 999
Added energy on point. id: 75; pos: (5, 64); energy: 1000
No movement. id: 75; pos: (5, 64); energy: 999
75: 5x64; health: 100; energy: 999
Added energy on point. id: 76; pos: (86, 45); energy: 1000
No movement. id: 76; pos: (86, 45); energy: 999
76: 86x45; health: 100; energy: 999
step: 9
Movement. id: 0; pos: (56, 61); energy: 982
0: 55x61; health: 100; energy: 984
Added energy on point. id: 1; pos: (70, 33); energy: 371
No movement. id: 1; pos: (70, 33); energy: 370
Defence. id: 1; pos: (70, 33); target: 4; defence: 20
1: 70x33; health: 41; energy: 271
Added energy on point. id: 2; pos: (54, 16); energy: 1000
No movement. id: 2; pos: (54, 16); energy: 999
Defence. id: 2; pos: (54, 16); target: 72; defence: 30
2: 54x16; health: 53; energy: 984
Added energy on point. id: 3; pos: (99, 68); energy: 1000
No movement. id: 3; pos: (99, 68); energy: 999
Defence. id: 3; pos: (99, 68); target: 55; defence: 12
3: 99x68; health: 84; energy: 989
Added energy on point. id: 4; pos: (70, 33); energy: 1000
No movement. id: 4; pos: (70, 33); energy: 999
4: 70x33; health: 100; energy: 994
No movement. id: 5; pos: (22, 17); energy: 511
5: 22x17; health: 55; energy: 512
Movement. id: 6; pos: (21, 62); energy: 983
6: 20x61; health: 100; energy: 985
Movement. id: 7; pos: (77, 86); energy: 982
7: 77x85; health: 100; energy: 984
Movement. id: 8; pos: (28, 46); energy: 982
8: 27x46; health: 100; energy: 984
Movement. id: 9; pos: (22, 17); energy: 893
Attack. id: 9; pos: (22, 17); target: 5; attack: 16
9: 22x16; health: 98; energy: 895
Movement. id: 10; pos: (53, 41); energy: 983
10: 52x41; health: 100; energy: 985
Movement. id: 11; pos: (64, 46); energy: 982
11: 63x46; health: 100; energy: 984
Movement. id: 12; pos: (84, 27); energy: 982
12: 83x26; health: 100; energy: 984
Movement. id: 13; pos: (54, 16); energy: 892
Defence. id: 13; pos: (54, 16); target: 72; defence: 21
Health redistribution. id: 13; pos: (54,16); attack: 0, 1; defence: 23, -1; speed: 10, 0
13: 46x15; health: 36; energy: 894
Movement. id: 14; pos: (57, 80); energy: 982
14: 57x79; health: 100; energy: 984
Movement. id: 15; pos: (43, 76); energy: 981
15: 42x76; health: 100; energy: 983
Movement. id: 16; pos: (52, 12); energy: 982
16: 51x12; health: 100; energy: 984
Movement. id: 17; pos: (65, 8); energy: 983
17: 64x7; health: 100; energy: 985
Movement. id: 18; pos: (82, 40); energy: 982
18: 81x40; health: 100; energy: 984
No movement. id: 19; pos: (73, 75); energy: 983
19: 73x75; health: 100; energy: 984
Movement. id: 20; pos: (50, 57); energy: 979
20: 49x57; health: 89; energy: 981
21: 86x47; health: 55; energy: 0
Added energy on point. id: 22; pos: (96, 44); energy: 1000
No movement. id: 22; pos: (96, 44); energy: 999
22: 96x44; health: 100; energy: 999
Movement. id: 23; pos: (88, 61); energy: 742
23: 87x60; health: 55; energy: 744
Movement. id: 24; pos: (82, 25); energy: 982
24: 81x25; health: 100; energy: 984
Movement. id: 25; pos: (99, 65); energy: 935
25: 99x64; health: 55; energy: 937
Movement. id: 26; pos: (99, 10); energy: 984
26: 99x9; health: 100; energy: 986
27: 87x58; health: 55; energy: 0
Movement. id: 28; pos: (69, 9); energy: 255
28: 71x9; health: 55; energy: 257
Movement. id: 29; pos: (86, 45); energy: 794
Health redistribution. id: 29; pos: (86,45); attack: 43, -1; defence: 47, 1; speed: 10, 0
29: 85x49; health: 100; energy: 796
Added energy on point. id: 30; pos: (70, 33); energy: 1000
No movement. id: 30; pos: (70, 33); energy: 999
Attack. id: 30; pos: (70, 33); target: 1; attack: 6
30: 70x33; health: 100; energy: 999
Movement. id: 31; pos: (99, 64); energy: 804
Attack. id: 31; pos: (99, 64); target: 25; attack: 9
31: 98x64; health: 90; energy: 806
Movement. id: 32; pos: (71, 63); energy: 944
32: 71x62; health: 98; energy: 946
Movement. id: 33; pos: (30, 39); energy: 943
33: 30x38; health: 100; energy: 945
Movement. id: 34; pos: (94, 99); energy: 946
34: 93x99; health: 100; energy: 948
Movement. id: 35; pos: (20, 57); energy: 943
35: 20x56; health: 100; energy: 945
Movement. id: 36; pos: (82, 92); energy: 943
36: 81x92; health: 100; energy: 945
Movement. id: 37; pos: (27, 46); energy: 944
37: 26x45; health: 100; energy: 946
Movement. id: 38; pos: (99, 16); energy: 944
38: 99x15; health: 100; energy: 946
Movement. id: 39; pos: (33, 66); energy: 945
39: 32x66; health: 100; energy: 947
No movement. id: 40; pos: (52, 99); energy: 948
40: 52x99; health: 100; energy: 949
Movement. id: 41; pos: (62, 87); energy: 948
41: 62x86; health: 100; energy: 950
Movement. id: 42; pos: (86, 97); energy: 949
42: 86x96; health: 100; energy: 951
Movement. id: 43; pos: (98, 99); energy: 950
43: 97x99; health: 100; energy: 952
Movement. id: 44; pos: (45, 62); energy: 941
44: 44x62; health: 94; energy: 943
No movement. id: 45; pos: (76, 60); energy: 949
45: 76x60; health: 100; energy: 950
Movement. id: 46; pos: (67, 22); energy: 948
46: 66x22; health: 100; energy: 950
Movement. id: 47; pos: (88, 66); energy: 947
47: 87x66; health: 100; energy: 949
No movement. id: 48; pos: (99, 15); energy: 952
48: 99x15; health: 100; energy: 953
Movement. id: 49; pos: (51, 86); energy: 951
49: 50x85; health: 100; energy: 953
No movement. id: 50; pos: (42, 56); energy: 918
50: 42x56; health: 55; energy: 919
Movement. id: 51; pos: (33, 20); energy: 953
51: 32x19; health: 100; energy: 955
Movement. id: 52; pos: (99, 99); energy: 965
52: 99x99; health: 100; energy: 967
Movement. id: 53; pos: (77, 67); energy: 966
53: 77x66; health: 100; energy: 968
No movement. id: 54; pos: (85, 41); energy: 966
54: 85x41; health: 100; energy: 967
Movement. id: 55; pos: (99, 71); energy: 977
55: 99x70; health: 97; energy: 979
Movement. id: 56; pos: (99, 13); energy: 965
56: 99x12; health: 100; energy: 967
No movement. id: 57; pos: (99, 13); energy: 965
57: 99x13; health: 100; energy: 966
Movement. id: 58; pos: (13, 47); energy: 964
58: 12x46; health: 100; energy: 966
Movement. id: 59; pos: (70, 68); energy: 963
59: 69x67; health: 100; energy: 965
Movement. id: 60; pos: (80, 99); energy: 963
60: 79x99; health: 100; energy: 965
Movement. id: 61; pos: (41, 16); energy: 958
61: 41x15; health: 100; energy: 960
No movement. id: 62; pos: (99, 19); energy: 965
62: 99x19; health: 100; energy: 966
Movement. id: 63; pos: (63, 22); energy: 965
63: 63x21; health: 100; energy: 967
Movement. id: 64; pos: (54, 99); energy: 966
64: 54x99; health: 100; energy: 968
Movement. id: 65; pos: (87, 28); energy: 968
65: 86x28; health: 100; energy: 970
Movement. id: 66; pos: (51, 99); energy: 966
66: 50x99; health: 100; energy: 968
Movement. id: 67; pos: (35, 26); energy: 964
67: 34x25; health: 100; energy: 966
Movement. id: 68; pos: (48, 99); energy: 965
68: 47x99; health: 100; energy: 967
No movement. id: 69; pos: (74, 32); energy: 963
69: 74x32; health: 92; energy: 964
Added energy on point. id: 70; pos: (54, 16); energy: 879
No movement. id: 70; pos: (54, 16); energy: 878
Defence. id: 70; pos: (54, 16); target: 2; defence: 22
70: 54x16; health: 55; energy: 779
Movement. id: 71; pos: (42, 56); energy: 884
Attack. id: 71; pos: (42, 56); target: 50; attack: 18
71: 41x56; health: 100; energy: 886
Added energy on point. id: 72; pos: (54, 16); energy: 1000
No movement. id: 72; pos: (54, 16); energy: 999
72: 54x16; health: 70; energy: 989
Added energy on point. id: 73; pos: (86, 45); energy: 1000
No movement. id: 73; pos: (86, 45); energy: 999
Defence. id: 73; pos: (86, 45); target: 54; defence: 6
73: 86x45; health: 88; energy: 999
Added energy on point. id: 74; pos: (66, 9); energy: 1000
No movement. id: 74; pos: (66, 9); energy: 999
74: 66x9; health: 100; energy: 999
Added energy on point. id: 75; pos: (5, 64); energy: 1000
No movement. id: 75; pos: (5, 64); energy: 999
75: 5x64; health: 100; energy: 999
Added energy on point. id: 76; pos: (86, 45); energy: 1000
No movement. id: 76; pos: (86, 45); energy: 999
Attack. id: 76; pos: (86, 45); target: 54; attack: 3
76: 86x45; health: 100; energy: 999
